X,Y,Z,formation
588880.0199616677,7011191.655712968,786.0136290612395,sill_diabasio
588837.2357883678,7011217.70284102,790.0253769006301,sill_diabasio
588794.451615068,7011243.749969074,791.8958754840974,sill_diabasio
588751.6674417682,7011269.797097126,790.7333893341397,sill_diabasio
588708.8832684683,7011295.8442251785,788.2999970069909,sill_diabasio
588663.6097870612,7011317.116919326,780.2287102496671,sill_diabasio
588617.7590768174,7011337.282502255,775.0223577331544,sill_diabasio
588571.9083665736,7011357.448085184,770.6763436990714,sill_diabasio
588526.0576563299,7011377.613668114,764.1306426158578,sill_diabasio
588480.6069265794,7011398.603502284,761.0972139887297,sill_diabasio
588436.3934346931,7011422.142947901,763.9110033605037,sill_diabasio
588392.1799428068,7011445.682393518,770.2869874020839,sill_diabasio
588347.9664509206,7011469.221839135,777.7385154213234,sill_diabasio
588303.1984536643,7011491.680688972,782.3745481049467,sill_diabasio
588258.2933112527,7011513.872276336,787.948145646018,sill_diabasio
588211.538477974,7011529.197971362,789.1647255105034,sill_diabasio
588161.5626433485,7011532.567588287,782.9120190393699,sill_diabasio
588111.5868087229,7011535.937205211,777.3708578223104,sill_diabasio
588061.6109740973,7011539.306822136,770.6718218345841,sill_diabasio
588011.5418031157,7011540.167074365,764.1224384702718,sill_diabasio
587961.4537380433,7011540.519355569,761.6810698865828,sill_diabasio
587911.3696443969,7011540.094057077,759.5545832214177,sill_diabasio
587861.2877908269,7011539.230166039,755.5003965635125,sill_diabasio
587811.2059372568,7011538.366275002,748.6399199522357,sill_diabasio
587761.1240836866,7011537.502383964,742.3035188223897,sill_diabasio
587711.040652897,7011536.946447646,736.054379143809,sill_diabasio
587660.9525778572,7011537.2973088,730.6814886245154,sill_diabasio
587610.8645028174,7011537.648169953,726.5423049924683,sill_diabasio
587560.7764277776,7011537.999031108,724.2804187459766,sill_diabasio
587515.0235345153,7011557.514793082,731.9691432184997,sill_diabasio
587474.3929728977,7011582.484890048,739.8437215059953,sill_diabasio
587464.3415296732,7011631.555317536,763.3229190199778,sill_diabasio
587454.2900864487,7011680.625745024,785.4047047070507,sill_diabasio
587444.2386432241,7011729.696172512,800.3916248400246,sill_diabasio
587434.1871999996,7011778.7666,801.7566347302574,sill_diabasio
584495.1848999998,7005734.9552,767.9002827888994,sill_diabasio
584526.7227146357,7005696.044763025,770.6555432154465,sill_diabasio
584558.2605292717,7005657.13432605,774.5598755853526,sill_diabasio
584589.7983439076,7005618.223889075,779.7745669422219,sill_diabasio
584621.3361585435,7005579.3134521,785.2950332159497,sill_diabasio
584652.8739731794,7005540.403015126,791.9331642204809,sill_diabasio
584684.4117878154,7005501.492578151,800.5229661428752,sill_diabasio
584715.9496024513,7005462.582141176,808.5985344728977,sill_diabasio
584747.4874170872,7005423.671704201,816.2643550670507,sill_diabasio
584779.0252317232,7005384.761267226,824.38590834779,sill_diabasio
584810.5630463591,7005345.850830251,831.8423729823027,sill_diabasio
584842.100860995,7005306.9403932765,836.8350097959099,sill_diabasio
584873.6386756309,7005268.029956302,840.3060958810017,sill_diabasio
584905.1764902669,7005229.119519327,842.6767402812537,sill_diabasio
584946.4238663347,7005201.282543178,842.5819260650063,sill_diabasio
584989.1222159271,7005175.100358401,844.0489400705293,sill_diabasio
585031.8205655195,7005148.918173625,846.6494733553643,sill_diabasio
585074.518915112,7005122.735988849,850.3773170709554,sill_diabasio
585117.2172647044,7005096.553804073,856.1624478815972,sill_diabasio
585159.9156142968,7005070.371619295,859.6360898061987,sill_diabasio
585202.6139638892,7005044.189434519,860.0,sill_diabasio
585245.3123134816,7005018.007249743,860.0,sill_diabasio
585288.010663074,7004991.825064966,860.0,sill_diabasio
585330.7090126664,7004965.64288019,860.0,sill_diabasio
585373.4073622588,7004939.460695413,858.2042554927996,sill_diabasio
